"Device Name","Status","5K Pricing","Program Memory Size (Kbytes)","RAM (bytes)","EEPROM / HEF","Pin count","Max. CPU Speed MHz","Peripheral Pin Select (PPS)","Internal Oscillator","# of Comparators","Operational Amplifier","Total # of A/D channels","Max A/D Resolution (bits)","ADCC with Computation","Number of D/A Converters","Max D/A Resolution (bits)","Internal Voltage Reference (Bandgap)","Zero Cross detect","Slope Compensation / Programmable Ramp Generator","Data Signal Modulator (DSM)","Max 8 Bit Digital Timers","Max 16 Bit Digital Timers","Signal Measurement Timer","Hardware Limit Timer","Max # PWM outputs (including complementary outputs)","Max PWM Resolution (bits)","Angular Timer","Math Accelerator","UART","SPI?","I2C","Number of USB Modules","Windowed Watchdog Timer (WWDT)","CRC/Scan","Configurable Logic Cell Modules (CLC)","Complementary Waveform Generator (CWG) / Complementary Output Generator (COG)","Numerically Controlled Oscillator (NCO)","Programmable switched mode controller","Cap. Touch Channels","Segment LCD","Temp. Range Min.","Temp. Range Max.","Operation Voltage Min.(V)","Operation Voltage Max.(V)","High Voltage Capable","Packages"
PIC16C54A," Not Recommended for new designs,Please consider device: PIC16F54","$2.89","0.75","25","0","18","20","No","4 MHz","0","0","0","0","No","0","0","No","No","0","0","1","0","0","0","0","0","No","No","0","0","0","0","No","No","0","0","0","0","0","0"," -40","85","2","6.3","No"," 18/PDIP,18/SOIC,20/SSOP"
PIC16F87,"In Production","$2.90","7","368","256","18","20","No","8 MHz","2","0","0","0","No","0","0","No","No","0","0","2","1","0","0","0","10","No","No","0","0","0","0","No","No","0","0","0","0","0","0"," -40","125","2","5.5","No"," 18/PDIP,18/SOIC,20/SSOP,28/QFN"
PIC18F64J90,"In Production","$2.91","16","1024"," 0 / HEF","64","40","No","8 MHz, 32 kHz","2","0","12","10","No","0","0","No","No","0","0","1","3","0","0","0","10","No","No","2","1","1","0","No","No","0","0","0","0","0","132"," -40","85","2","3.6","No"," 64/TQFP"
PIC18F26J11,"In Production","$2.92","64","3800"," 0 / HEF","28","48","Yes","8 MHz, 32 kHz","2","0","10","10","No","0","0","No","No","0","0","2","3","0","0","0","10","No","No","2","2","2","0","No","No","0","0","0","0","10","0"," -40","85","2","3.6","No"," 28/QFN,28/SOIC,28/SPDIP,28/SSOP"
PIC18F45J11,"In Production","$2.95","32","3800"," 0 / HEF","44","48","Yes","8 MHz, 32 kHz","2","0","13","10","No","0","0","No","No","0","0","2","3","0","0","0","10","No","No","2","2","2","0","No","No","0","0","0","0","13","0"," -40","85","2","3.6","No"," 44/QFN,44/TQFP"
PIC18F65J15,"In Production","$2.95","48","2048"," 0 / HEF","64","40","No","32 kHz","2","0","11","10","No","0","0","No","No","0","0","2","3","0","0","0","10","No","No","2","2","2","0","No","No","0","0","0","0","0","0"," -40","85","2","3.6","No"," 64/TQFP"
PIC18F1330,"In Production","$2.96","8","256","128","18","40","No","8 MHz, 32 kHz","3","0","4","10","No","0","0","No","No","0","0","0","2","0","0","0","0","No","No","1","0","0","0","No","No","0","0","0","0","0","0"," -40","125","2","5.5","No"," 18/PDIP,18/SOIC,20/SSOP,28/QFN"
PIC18F4221,"In Production","$2.96","4","512"," 256 / HEF","40","40","No","8 MHz, 32 kHz","2","0","13","10","No","0","0","No","No","0","0","1","3","0","0","0","10","No","No","1","1","1","0","No","No","0","0","0","0","0","0"," -40","85","2","5.5","No"," 40/PDIP,44/QFN,44/TQFP"
PIC16F639," In Production,Please consider device: PIC16F18344","$3.00","3.5","128","256","20","20","No","8 MHz, 32 kHz","2","0","0","0","No","0","0","No","No","0","0","1","1","0","0","0","0","No","No","0","0","0","0","No","No","0","0","0","0","0","0"," -40","125","2","5.5","No"," 20/SSOP"
PIC16F917,"In Production","$3.00","14","352","256","40","20","No","8 MHz, 32 kHz","2","0","8","10","No","0","0","No","No","0","0","2","1","0","0","0","10","No","No","1","1","1","0","No","No","0","0","0","0","8","96"," -40","125","2","5.5","No"," 40/PDIP,44/QFN,44/TQFP"
PIC18F83J11,"In Production","$3.00","8","1024"," 0 / HEF","80","40","No","8 MHz, 32 kHz","2","0","12","10","No","0","0","No","No","0","0","1","3","0","0","2","10","No","No","2","1","1","0","No","No","0","0","0","0","0","0"," -40","85","2","3.6","No"," 80/TQFP"
PIC16C715," Not Recommended for new designs,Please consider device: PIC16F716","$3.01","3.5","128","0","18","20","No","4 MHz","0","0","4","8","No","0","0","No","No","0","0","1","0","0","0","0","0","No","No","0","0","0","0","No","No","0","0","0","0","0","0"," -40","85","2.5","5.5","No"," 18/PDIP,18/SOIC,20/SSOP"
PIC18F2450,"In Production","$3.03","16","768"," 0 / HEF","28","48","No","32 kHz","0","0","10","10","No","0","0","No","No","0","0","1","2","0","0","0","10","No","No","1","0","0","1","No","No","0","0","0","0","0","0"," -40","85","2","5.5","No"," 28/QFN,28/SOIC,28/SPDIP"
PIC18F44J50,"In Production","$3.07","16","3800"," 0 / HEF","44","48","Yes","8 MHz, 32 kHz","2","0","13","10","No","0","0","No","No","0","0","2","3","0","0","0","10","No","No","2","2","2","1","No","No","0","0","0","0","13","0"," -40","85","2","3.6","No"," 44/QFN,44/TQFP"
PIC16C54," Not Recommended for new designs,Please consider device: PIC16F54","$3.08","0.75","25","0","18","20","No","4 MHz","0","0","0","0","No","0","0","No","No","0","0","1","0","0","0","0","0","No","No","0","0","0","0","No","No","0","0","0","0","0","0"," -40","85","2.5","6.3","No"," 18/PDIP,18/SOIC,20/SSOP"
PIC18F65J90,"In Production","$3.08","32","2048"," 0 / HEF","64","40","No","8 MHz, 32 kHz","2","0","12","10","No","0","0","No","No","0","0","1","3","0","0","0","10","No","No","2","1","1","0","No","No","0","0","0","0","0","132"," -40","85","2","3.6","No"," 64/TQFP"
PIC18F84J11,"In Production","$3.09","16","1024"," 0 / HEF","80","40","No","8 MHz, 32 kHz","2","0","12","10","No","0","0","No","No","0","0","1","3","0","0","2","10","No","No","2","1","1","0","No","No","0","0","0","0","0","0"," -40","85","2","3.6","No"," 80/TQFP"
PIC18F65J94,"In Production","$3.10","32","3862"," 0 / HEF","64","64","No","8 MHz, 32 kHz","3","0","16","12","No","0","0","Yes","No","0","0","0","4","0","0","0","0","No","No","4","2","2","1","No","No","0","0","0","0","0","256"," -40","85","2","3.6","No"," 64/QFN,64/TQFP"
PIC18F85J10,"In Production","$3.10","32","2048"," 0 / HEF","80","40","No","32 kHz","2","0","15","10","No","0","0","No","No","0","0","2","3","0","0","14","10","No","No","2","2","2","0","No","No","0","0","0","0","0","0"," -40","85","2","3.6","No"," 80/TQFP"
PIC18F65K22,"In Production","$3.11","32","2048","1024","64","64","No","16 MHz, 32 kHz","3","0","16","12","No","0","0","Yes","No","0","0","4","4","0","0","0","0","No","No","2","2","2","0","Yes","No","0","0","0","0","16","0"," -40","125","1.8","5.5","No"," 64/QFN,64/TQFP"
PIC16C554," Not Recommended for new designs,Please consider device: PIC16F627A","$3.12","0.875","80","0","18","20","No","4 MHz","0","0","0","0","No","0","0","No","No","0","0","1","0","0","0","0","0","No","No","0","0","0","0","No","No","0","0","0","0","0","0"," -40","85","2.5","5.5","No"," 18/PDIP,18/SOIC,20/SSOP"
PIC16F88,"In Production","$3.12","7","368","256","18","20","No","None","2","0","7","10","No","0","0","No","No","0","0","2","1","0","0","0","10","No","No","1","1","1","0","No","No","0","0","0","0","0","0"," -40","125","2","5.5","No"," 18/PDIP,18/SOIC,20/SSOP,28/QFN"
PIC18F26J13,"In Production","$3.13","64","3800"," 0 / HEF","28","48","Yes","8 MHz, 32 kHz","3","0","10","12","No","0","0","No","No","0","0","4","4","0","0","0","10","No","No","2","2","2","0","No","No","0","0","0","0","10","0"," -40","85","2","3.6","No"," 28/QFN,28/SOIC,28/SPDIP,28/SSOP"
PIC16C62B," Not Recommended for new designs,Please consider device: PIC16F722A","$3.15","3.5","128","0","28","20","No","4 MHz","0","0","0","0","No","0","0","No","No","0","0","2","1","0","0","0","0","No","No","0","1","1","0","No","No","0","0","0","0","0","0"," -40","85","2.5","6","No"," 28/SOIC,28/SPDIP,28/SSOP"
PIC18F66J10,"In Production","$3.16","64","2048"," 0 / HEF","64","40","No","32 kHz","2","0","11","10","No","0","0","No","No","0","0","2","3","0","0","14","10","No","No","2","2","2","0","No","No","0","0","0","0","0","0"," -40","85","2","3.6","No"," 64/TQFP"
PIC18F4321,"In Production","$3.18","8","512"," 256 / HEF","40","40","No","8 MHz, 32 kHz","2","0","13","10","No","0","0","No","No","0","0","1","3","0","0","0","10","No","No","1","1","1","0","No","No","0","0","0","0","0","0"," -40","85","2","5.5","No"," 40/PDIP,44/QFN,44/TQFP"
PIC18F46K80,"In Production","$3.18","64","3648","1024","44","64","No","16 MHz, 32 kHz","2","0","11","12","No","0","0","No","No","0","0","2","3","0","0","0","10","No","No","2","1","1","0","No","No","0","0","0","0","11","0"," -40","125","1.8","5.5","No"," 40/PDIP,44/QFN,44/TQFP"
PIC16F946,"In Production","$3.19","14","336","256","64","20","No","8 MHz, 32 kHz","2","0","8","10","No","0","0","No","No","0","0","2","1","0","0","0","10","No","No","1","1","1","0","No","No","0","0","0","0","8","168"," -40","125","2","5.5","No"," 64/TQFP"
PIC18F83J90,"In Production","$3.21","8","1024"," 0 / HEF","80","40","No","8 MHz, 32 kHz","2","0","12","10","No","0","0","No","No","0","0","1","3","0","0","2","10","No","No","2","1","1","0","No","No","0","0","0","0","0","192"," -40","85","2","3.6","No"," 80/TQFP"
PIC18F26J50,"In Production","$3.22","64","3800"," 0 / HEF","28","48","Yes","8 MHz, 32 kHz","2","0","10","10","No","0","0","No","No","0","0","2","3","0","0","0","10","No","No","2","2","2","1","No","No","0","0","0","0","10","0"," -40","85","2","3.6","No"," 28/QFN,28/SOIC,28/SPDIP,28/SSOP"
PIC18F85J11,"In Production","$3.22","32","2048"," 0 / HEF","80","40","No","8 MHz, 32 kHz","2","0","12","10","No","0","0","No","No","0","0","1","3","0","0","2","10","No","No","2","1","1","0","No","No","0","0","0","0","0","0"," -40","85","2","3.6","No"," 80/TQFP"
PIC18F45J50,"In Production","$3.27","32","3800"," 0 / HEF","44","48","Yes","8 MHz, 32 kHz","2","0","13","10","No","0","0","No","No","0","0","2","3","0","0","0","10","No","No","2","2","2","1","No","No","0","0","0","0","13","0"," -40","85","2","3.6","No"," 44/QFN,44/TQFP"
PIC18F65J50,"In Production","$3.29","32","3904"," 0 / HEF","64","48","No","8 MHz, 32 kHz","2","0","8","10","No","0","0","No","No","0","0","2","3","0","0","0","10","No","No","2","2","2","1","No","No","0","0","0","0","0","0"," -40","85","2","3.6","No"," 64/TQFP"
PIC18F84J90,"In Production","$3.29","16","1024"," 0 / HEF","80","40","No","8 MHz, 32 kHz","2","0","12","10","No","0","0","No","No","0","0","1","3","0","0","2","10","No","No","2","1","1","0","No","No","0","0","0","0","0","192"," -40","85","2","3.6","No"," 80/TQFP"
PIC18F65K90,"In Production","$3.30","32","2048","1024","64","64","No","16 MHz, 32 kHz","3","0","16","12","No","0","0","Yes","No","0","0","4","4","0","0","0","0","No","No","2","2","2","0","No","No","0","0","0","0","16","132"," -40","125","1.8","5.5","No"," 64/QFN,64/TQFP"
PIC18F4450,"In Production","$3.32","16","768"," 0 / HEF","40","48","No","32 kHz","0","0","13","10","No","0","0","No","No","0","0","1","2","0","0","0","10","No","No","1","0","0","1","No","No","0","0","0","0","0","0"," -40","85","2","5.5","No"," 40/PDIP,44/TQFP"
PIC18F66J15,"In Production","$3.32","96","3936"," 0 / HEF","64","40","No","32 kHz","2","0","11","10","No","0","0","No","No","0","0","2","3","0","0","14","10","No","No","2","2","2","0","No","No","0","0","0","0","0","0"," -40","85","2","3.6","No"," 64/TQFP"
PIC18F85J15,"In Production","$3.32","48","2048"," 0 / HEF","80","40","No","32 kHz","2","0","15","10","No","0","0","No","No","0","0","2","3","0","0","14","10","No","No","2","2","2","0","No","No","0","0","0","0","0","0"," -40","85","2","3.6","No"," 80/TQFP"
PIC16F870," Not Recommended for new designs,Please consider device: 16F883","$3.33","3.5","128","64","28","20","No","No","0","0","5","10","No","0","0","No","No","0","0","2","1","0","0","0","10","No","No","1","1","1","0","No","No","0","0","0","0","0","0"," -40","125","2","5.5","No"," 28/SOIC,28/SPDIP,28/SSOP"
PIC16F872," Not Recommended for new designs,Please consider device: PIC16F882","$3.33","3.5","128","64","28","20","No","No","0","0","5","10","No","0","0","No","No","0","0","2","1","0","0","0","10","No","No","1","0","0","0","No","No","0","0","0","0","0","0"," -40","125","2","5.5","No"," 28/SOIC,28/SPDIP,28/SSOP"
PIC18F2410,"In Production","$3.33","16","768","0","28","40","No","8 MHz, 32 kHz","2","0","10","10","No","0","0","No","No","0","0","1","3","0","0","0","10","No","No","1","1","1","0","No","No","0","0","0","0","0","0"," -40","125","2","5.5","No"," 28/QFN,28/SOIC,28/SPDIP"
PIC18F46J11,"In Production","$3.35","64","3800"," 0 / HEF","44","48","Yes","8 MHz, 32 kHz","2","0","13","10","No","0","0","No","No","0","0","2","3","0","0","0","10","No","No","2","2","2","0","No","No","0","0","0","0","13","0"," -40","85","2","3.6","No"," 44/QFN,44/TQFP"
PIC18F26J53,"In Production","$3.42","64","3800"," 0 / HEF","28","48","No","8 MHz, 32 kHz","3","0","13","12","No","0","0","No","No","0","0","4","4","0","0","0","10","No","No","2","2","2","1","No","No","0","0","0","0","10","0"," -40","85","2","3.6","No"," 28/QFN,28/SOIC,28/SPDIP,28/SSOP"
PIC18F85J94,"In Production","$3.43","32","3862"," 0 / HEF","80","64","No","8 MHz, 32 kHz","3","0","24","12","No","0","0","Yes","No","0","0","4","4","0","0","19","10","No","No","4","2","2","1","No","No","0","0","0","0","0","368"," -40","85","2","3.6","No"," 80/TQFP"
PIC18F85J90,"In Production","$3.45","32","2048"," 0 / HEF","80","40","No","8 MHz, 32 kHz","2","0","12","10","No","0","0","No","No","0","0","1","3","0","0","2","10","No","No","2","1","1","0","No","No","0","0","0","0","0","192"," -40","85","2","3.6","No"," 80/TQFP"
PIC18F85K22,"In Production","$3.45","32","2048","1024","80","64","No","16 MHz, 32 kHz","3","0","24","12","No","0","0","Yes","No","0","0","4","4","0","0","17","10","No","No","2","2","2","0","No","No","0","0","0","0","24","0"," -40","125","1.8","5.5","No"," 80/TQFP"
PIC18F27J13,"In Production","$3.47","128","3800"," 0 / HEF","28","48","Yes","8 MHz, 32 kHz","3","0","10","12","No","0","0","No","No","0","0","4","4","0","0","0","10","No","No","2","2","2","0","No","No","0","0","0","0","10","0"," -40","85","2","3.6","No"," 28/QFN,28/SOIC,28/SPDIP,28/SSOP"
PIC18F6310,"In Production","$3.48","8","768","0","64","40","No","8 MHz, 32 kHz","2","0","12","10","No","0","0","No","No","0","0","1","3","0","0","0","10","No","No","2","1","1","0","No","No","0","0","0","0","0","0"," -40","125","2","5.5","No"," 64/TQFP"
PIC18F67J10,"In Production","$3.48","128","3936"," 0 / HEF","64","40","No","32 kHz","2","0","11","10","No","0","0","No","No","0","0","2","3","0","0","14","10","No","No","2","2","2","0","No","No","0","0","0","0","0","0"," -40","85","2","3.6","No"," 64/TQFP"
PIC18F66J94,"In Production","$3.49","64","3862"," 0 / HEF","64","64","No","8 MHz, 32 kHz","3","0","16","12","No","0","0","Yes","No","0","0","4","4","0","0","19","10","No","No","4","2","2","1","No","No","0","0","0","0","16","256"," -40","85","2","3.6","No"," 64/QFN,64/TQFP"
PIC18F86J10,"In Production","$3.49","64","2048"," 0 / HEF","80","40","No","32 kHz","2","0","15","10","No","0","0","No","No","0","0","2","3","0","0","14","10","No","No","2","2","2","0","No","No","0","0","0","0","0","0"," -40","85","2","3.6","No"," 80/TQFP"
PIC18F65K80,"In Production","$3.51","32","3648","1024","64","64","No","16 MHz, 32 kHz","2","0","11","12","No","0","0","No","No","0","0","2","3","0","0","0","10","No","No","2","1","1","0","No","No","0","0","0","0","11","0"," -40","125","1.8","5.5","No"," 64/QFN,64/TQFP"
PIC18F66J90,"In Production","$3.51","64","3900"," 0 / HEF","64","48","No","8 MHz, 32 kHz","2","0","12","10","No","0","0","No","No","0","0","1","3","0","0","2","10","No","No","2","1","1","0","No","No","0","0","0","0","12","132"," -40","85","2","3.6","No"," 64/TQFP"
PIC18F66K22,"In Production","$3.51","64","3862","1024","64","64","No","16 MHz, 32 kHz","3","0","16","12","No","0","0","Yes","No","0","0","6","5","0","0","19","10","No","No","2","2","2","0","No","No","0","0","0","0","16","0"," -40","125","1.8","5.5","No"," 64/QFN,64/TQFP"
PIC16C620," Not Recommended for new designs,Please consider device: PIC16C620A","$3.55","0.875","80","0","18","20","No","4 MHz","2","0","0","0","No","0","0","No","No","0","0","1","0","0","0","0","0","No","No","0","0","0","0","No","No","0","0","0","0","0","0"," -40","85","2.5","5.5","No"," 18/PDIP,18/SOIC"
PIC18F46J13,"In Production","$3.58","64","3800"," 0 / HEF","44","48","Yes","8 MHz, 32 kHz","3","0","13","12","No","0","0","No","No","0","0","4","4","0","0","0","10","No","No","2","2","2","0","No","No","0","0","0","0","13","0"," -40","85","2","3.6","No"," 44/QFN,44/TQFP"
PIC16C745," Not Recommended for new designs,Please consider device: PIC18F4450","$3.60","14","256","0","28","24","No","4 MHz","0","0","5","8","No","0","0","No","No","0","0","2","1","0","0","0","0","No","No","1","0","0","0","No","No","0","0","0","0","0","0"," -40","85","2.5","5.5","No"," 28/SOIC,28/SPDIP"
PIC18F85K90,"In Production","$3.64","32","2048","1024","80","64","No","16 MHz, 32 kHz","3","0","24","12","No","0","0","Yes","No","0","0","4","4","0","0","17","10","No","No","2","2","2","0","No","No","0","0","0","0","24","192"," -40","125","1.8","5.5","No"," 80/TQFP"
PIC18F46J50,"In Production","$3.65","64","3800"," 0 / HEF","44","48","Yes","8 MHz, 32 kHz","2","0","13","10","No","0","0","No","No","0","0","2","3","0","0","0","10","No","No","2","2","2","1","No","No","0","0","0","0","13","0"," -40","85","2","3.6","No"," 44/QFN,44/TQFP"
PIC18F66J50,"In Production","$3.66","64","3904"," 0 / HEF","64","48","No","8 MHz, 32 kHz","2","0","8","10","No","0","0","No","No","0","0","2","3","0","0","14","10","No","No","2","2","2","1","No","No","0","0","0","0","0","0"," -40","85","2","3.6","No"," 64/TQFP"
PIC18F85J50,"In Production","$3.66","32","3904"," 0 / HEF","80","48","No","8 MHz, 32 kHz","2","0","12","10","No","0","0","No","No","0","0","2","3","0","0","14","10","No","No","2","2","2","1","No","No","0","0","0","0","0","0"," -40","85","2","3.6","No"," 80/TQFP"
PIC18F86J11,"In Production","$3.66","64","3904"," 0 / HEF","80","48","No","8 MHz, 32 kHz","2","0","12","10","No","0","0","No","No","0","0","2","3","0","0","14","10","No","No","2","2","2","0","No","No","0","0","0","0","0","0"," -40","85","2","3.6","No"," 80/TQFP"
PIC18F6390,"In Production","$3.68","8","768","0","64","40","No","8 MHz, 32 kHz","2","0","12","10","No","0","0","No","No","0","0","1","3","0","0","0","10","No","No","2","1","1","0","No","No","0","0","0","0","0","128"," -40","125","2","5.5","No"," 64/TQFP"
PIC18F86J15,"In Production","$3.68","96","3936"," 0 / HEF","80","40","No","32 kHz","2","0","15","10","No","0","0","No","No","0","0","2","3","0","0","14","10","No","No","2","2","2","0","No","No","0","0","0","0","0","0"," -40","85","2","3.6","No"," 80/TQFP"
PIC18F95J94,"In Production","$3.68","32","3862"," 0 / HEF","100","64","No","8 MHz, 32 kHz","3","0","24","12","No","0","0","No","No","0","0","4","4","0","0","19","10","No","No","4","2","2","1","No","No","0","0","0","0","24","480"," -40","85","2","3.6","No"," 100/TQFP"
PIC18F66K90,"In Production","$3.69","64","3828","1024","64","64","No","16 MHz, 32 kHz","3","0","16","12","No","0","0","Yes","No","0","0","6","5","0","0","19","10","No","No","2","2","2","0","No","No","0","0","0","0","16","132"," -40","125","1.8","5.5","No"," 64/QFN,64/TQFP"
PIC18F66J93,"In Production","$3.71","64","3900"," 0 / HEF","64","48","No","8 MHz, 32 kHz","2","0","12","12","No","0","0","No","No","0","0","1","3","0","0","2","10","No","No","2","1","1","0","No","No","0","0","0","0","12","132"," -40","85","2","3.6","No"," 64/TQFP"
PIC16C72A," Not Recommended for new designs,Please consider device: PIC16F72","$3.74","3.5","128","0","28","20","No","4 MHz","0","0","5","8","No","0","0","No","No","0","0","2","1","0","0","0","0","No","No","0","1","1","0","No","No","0","0","0","0","0","0"," -40","85","2.5","5.5","No"," 28/SOIC,28/SPDIP,28/SSOP"
PIC16C781,"Not Recommended for new designs","$3.77","1.75","128","0","20","20","No","4 MHz","2","1","8","8","No","0","0","No","No","0","0","2","1","0","0","0","0","No","No","0","0","0","0","No","No","0","0","0","0","0","0"," -40","85","2.5","5.5","No"," 20/PDIP,20/SOIC,20/SSOP"
PIC18F27J53,"In Production","$3.77","128","3800"," 0 / HEF","28","48","Yes","8 MHz, 32 kHz","3","0","10","12","No","0","0","No","No","0","0","4","4","0","0","0","10","No","No","2","2","2","1","No","No","0","0","0","0","10","0"," -40","85","2","3.6","No"," 28/QFN,28/SOIC,28/SPDIP,28/SSOP"
PIC18F2420,"In Production","$3.78","16","768"," 256 / HEF","28","40","No","8 MHz, 32 kHz","2","0","10","10","No","0","0","No","No","0","0","1","3","0","0","0","10","No","No","1","1","1","0","No","No","0","0","0","0","0","0"," -40","125","2","5.5","No"," 28/QFN,28/SOIC,28/SPDIP"
PIC18F4410,"In Production","$3.78","16","768","0","40","40","No","8 MHz, 32 kHz","2","0","13","10","No","0","0","No","No","0","0","1","3","0","0","0","10","No","No","1","1","1","0","No","No","0","0","0","0","0","0"," -40","125","2","5.5","No"," 40/PDIP,44/QFN,44/TQFP"
PIC16C782,"Not Recommended for new designs","$3.79","3.5","128","0","20","20","No","4 MHz","2","1","8","8","No","0","0","No","No","0","0","2","1","0","0","0","0","No","No","0","0","0","0","No","No","0","0","0","0","0","0"," -40","85","2.5","5.5","No"," 20/PDIP,20/SOIC"
PIC18F67J94,"In Production","$3.81","128","3862"," 0 / HEF","64","64","No","8 MHz, 32 kHz","3","0","16","12","No","0","0","Yes","No","0","0","4","4","0","0","19","10","No","No","4","2","2","1","No","No","0","0","0","0","0","256"," -40","85","2","3.6","No"," 64/QFN,64/TQFP"
PIC18F67K22,"In Production","$3.82","128","3862","1024","64","64","No","16 MHz, 32 kHz","3","0","16","12","No","0","0","Yes","No","0","0","6","5","0","0","19","10","No","No","2","2","2","0","No","No","0","0","0","0","16","0"," -40","125","1.8","5.5","No"," 64/QFN,64/TQFP"
PIC18F86J16,"In Production","$3.83","96","3904"," 0 / HEF","80","48","No","8 MHz, 32 kHz","2","0","12","10","No","0","0","No","No","0","0","2","3","0","0","14","10","No","No","2","2","2","0","No","No","0","0","0","0","0","0"," -40","85","2","3.6","No"," 80/TQFP"
PIC18F86J94,"In Production","$3.83","64","3862"," 0 / HEF","80","64","No","8 MHz, 32 kHz","3","0","24","12","No","0","0","Yes","No","0","0","4","4","0","0","19","10","No","No","4","2","2","1","No","No","0","0","0","0","24","368"," -40","85","2","3.6","No"," 80/TQFP"
PIC16C63A," Not Recommended for new designs,Please consider device: PIC16F723A","$3.85","7","192","0","28","20","No","4 MHz","0","0","0","0","No","0","0","No","No","0","0","2","1","0","0","0","0","No","No","1","1","1","0","No","No","0","0","0","0","0","0"," -40","85","2.5","6","No"," 28/SOIC,28/SPDIP,28/SSOP"
PIC16F73,"In Production","$3.85","7","192","0","28","20","No","None","0","0","5","8","No","0","0","No","No","0","0","2","1","0","0","0","10","No","No","1","1","1","0","No","No","0","0","0","0","0","0"," -40","125","2","5.5","No"," 28/QFN,28/SOIC,28/SPDIP,28/SSOP"
PIC18F66J55,"In Production","$3.85","96","3904"," 0 / HEF","64","48","No","8 MHz, 32 kHz","2","0","8","10","No","0","0","No","No","0","0","2","3","0","0","14","10","No","No","2","2","2","1","No","No","0","0","0","0","0","0"," -40","85","2","3.6","No"," 64/TQFP"
PIC18F67J90,"In Production","$3.85","128","3900"," 0 / HEF","64","48","No","8 MHz, 32 kHz","2","0","12","10","No","0","0","No","No","0","0","1","3","0","0","2","10","No","No","2","1","1","0","No","No","0","0","0","0","12","132"," -40","85","2","3.6","No"," 64/TQFP"
PIC18F86K22,"In Production","$3.85","64","3862","1024","80","64","No","16 MHz, 32 kHz","3","0","24","12","No","0","0","Yes","No","0","0","6","5","0","0","19","10","No","No","2","2","2","0","No","No","0","0","0","0","24","0"," -40","125","1.8","5.5","No"," 80/TQFP"
PIC18F87J10,"In Production","$3.85","128","3936"," 0 / HEF","80","40","No","32 kHz","2","0","15","10","No","0","0","No","No","0","0","2","3","0","0","14","10","No","No","2","2","2","0","No","No","0","0","0","0","0","0"," -40","85","2","3.6","No"," 80/TQFP"
PIC18F46J53,"In Production","$3.86","64","3800"," 0 / HEF","44","48","Yes","8 MHz, 32 kHz","3","0","13","12","No","0","0","No","No","0","0","4","4","0","0","0","10","No","No","2","2","2","1","No","No","0","0","0","0","13","0"," -40","85","2","3.6","No"," 44/QFN,44/TQFP"
PIC18F86J90,"In Production","$3.86","64","3900"," 0 / HEF","80","48","No","8 MHz, 32 kHz","2","0","12","10","No","0","0","No","No","0","0","1","3","0","0","2","10","No","No","2","1","1","0","No","No","0","0","0","0","12","192"," -40","85","2","3.6","No"," 80/TQFP"
PIC16C55," Not Recommended for new designs,Please consider device: PIC16C55A","$3.87","0.75","24","0","28","20","No","4 MHz","0","0","0","0","No","0","0","No","No","0","0","1","0","0","0","0","0","No","No","0","0","0","0","No","No","0","0","0","0","0","0"," -40","85","2.5","6.3","No"," 28/PDIP,28/SOIC,28/SPDIP"
PIC18F66K80,"In Production","$3.87","64","3648","1024","64","64","No","16 MHz, 32 kHz","2","0","11","12","No","0","0","No","No","0","0","2","3","0","0","8","10","No","No","2","1","1","0","No","No","0","0","0","0","11","0"," -40","125","1.8","5.5","No"," 64/QFN,64/TQFP"
PIC18F47J13,"In Production","$3.91","128","3800"," 0 / HEF","44","48","Yes","8 MHz, 32 kHz","3","0","13","12","No","0","0","No","No","0","0","4","4","0","0","0","10","No","No","2","2","2","0","No","No","0","0","0","0","13","0"," -40","85","2","3.6","No"," 44/QFN,44/TQFP"
PIC16F871," Not Recommended for new designs,Please consider device: PIC16F884","$3.92","3.5","128","64","40","20","No","No","0","0","8","10","No","0","0","No","No","0","0","2","1","0","0","0","10","No","No","1","0","0","0","No","No","0","0","0","0","0","0"," -40","125","2","5.5","No"," 40/PDIP,44/PLCC,44/TQFP"
PIC16C56," Not Recommended for new designs,Please consider device: PIC16F54","$3.96","1.5","25","0","18","20","No","4 MHz","0","0","0","0","No","0","0","No","No","0","0","1","0","0","0","0","0","No","No","0","0","0","0","No","No","0","0","0","0","0","0"," -40","85","2.5","6.3","No"," 18/PDIP,18/SOIC"
PIC18F6410,"In Production","$3.96","16","768","0","64","40","No","8 MHz, 32 kHz","2","0","12","10","No","0","0","No","No","0","0","1","3","0","0","0","10","No","No","2","1","1","0","No","No","0","0","0","0","0","0"," -40","125","2","5.5","No"," 64/TQFP"
PIC18F67K90,"In Production","$4.00","128","3828","1024","64","64","No","16 MHz, 32 kHz","3","0","16","12","No","0","0","Yes","No","0","0","6","5","0","0","19","10","No","No","2","2","2","0","No","No","0","0","0","0","16","132"," -40","125","1.8","5.5","No"," 64/QFN,64/TQFP"
PIC18F67J50,"In Production","$4.01","128","3904"," 0 / HEF","64","48","No","8 MHz, 32 kHz","2","0","8","10","No","0","0","No","No","0","0","2","3","0","0","14","10","No","No","2","2","2","1","No","No","0","0","0","0","0","0"," -40","85","2","3.6","No"," 64/TQFP"
PIC18F87J11,"In Production","$4.01","128","3904"," 0 / HEF","80","48","No","8 MHz, 32 kHz","2","0","12","10","No","0","0","No","No","0","0","2","3","0","0","14","10","No","No","2","2","2","0","No","No","0","0","0","0","0","0"," -40","85","2","3.6","No"," 80/TQFP"
